category,org,office_or_role,person_name,email,source_url,notes
APEX Accelerator,NW Texas APEX Accelerator Center – Amarillo,Office Contact,,nwtptac@ttu.edu,https://www.napex.us/location/nw-texas-apex-accelerator-center-amarillo/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Texas"
APEX Accelerator,NW Texas APEX Accelerator – Abilene,Office Contact,,nwtapex@ttu.edu,https://www.napex.us/location/nw-texas-apex-accelerator-abilene/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Andrews, Archer, Armstrong, Bailey, Baylor, Borden, Brewster, Briscoe, Brown, Callahan, Carson, Castro, Childress, Clay, Cochran, Coke, Coleman, Collingsworth, Comanche, Concho, Cottle, Crane, Crocket, Crosby, Culberson, Dallam, Dawson, Deaf Smith, Dickens, Dimmit, Donley, Eastland, Ector, Edwards, Erath, Fisher, Floyd, Foard, Gaines, Garza, Glasscock, Gray, Hale, Hall, Hansford, Hardeman, Hartley, Haskell, Hemphill, Hockley, Hood, Howard, Hutchinson, Irion, Jack, Jeff Davis, Jones, Kent, Kimble, King, Kinney, Knox, Lamb, Lipscomb, Loving, Lubbock, Lynn, Martin, Maverick, McCulloch, Menard, Midland, Mitchell, Montague, Moore, Motley, Nolan, Ochiltree, Oldham, Palo Pinto, Parker, Parmer, Pecos, Potter, Presidio, Randall, Reagan, Real, Reeves, Roberts, Runnels, Schliecher, Scurry, Shackelford, Sherman, Somervell, Sterling, Stephens, Stonewall, Sutton, Swisher, Taylor, Terrell, Terry, Thockmorton, Tom Green, Upton, Uvalde, Val Verde, Ward, Wheeler, Wichita, Wilbarger, Winkler, Wise, Yokum, Young, Zavala counties; listed POC: Rich Lyles (Program Manager/ State Director)"
APEX Accelerator,Native American Development Corporation APEX,General Inquiries,,apex@nadc-nabn.org,https://www.napex.us/location/native-american-development-corporation-apex/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Great Plains, Rocky Mountain BIA Regions; listed POC: Robert Much (Procurement Counselor)"
APEX Accelerator,Nebraska Indian Community College (NICC) APEX Accelerator – Macy Campus HQ,General Inquiries,,APEX@thenicc.edu,https://www.napex.us/location/nebraska-indian-community-college-nicc-apex-accelerator-macy-campus-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Omaha Indian Reservation; listed POC: Heather Larsen (Program Assistant)"
APEX Accelerator,Nevada APEX Accelerator – Carson City Office,General Inquiries,,NVAPEXAccelerator@goed.nv.gov,https://www.napex.us/location/nevada-apex-accelerator-carson-city-office/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Nevada; listed POC: Kenneth Wineberg (Procurement Counselor)"
APEX Accelerator,New Hampshire APEX Accelerator,General Inquiries,,govcontracting@livefree.nh.gov,https://www.napex.us/location/new-hampshire-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of New Hampshire; listed POC: Danielle Ruest (Program Manager/ State Director)"
APEX Accelerator,New Mexico APEX Accelerator – Albuquerque (Albuquerque Hispano Chamber of Commerce),Office Contact,,nmapex@sfcc.edu,https://www.napex.us/location/new-mexico-apex-accelerator-albuquerque-albuquerque-hispano-chamber-of-commerce/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of New Mexico; listed POC: Stephen Stewart (Procurement Counselor)"
APEX Accelerator,New Mexico APEX Accelerator – Albuquerque (CNM Workforce Training Center),Office Contact,,elythia.mcanarney@sfcc.edu,https://www.napex.us/location/new-mexico-apex-accelerator-albuquerque-cnm-workforce-training-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of New Mexico; listed POC: Elythia McAnarney (Procurement Counselor)"
APEX Accelerator,New Mexico APEX Accelerator – Las Cruces,Procurement Counselor,Karen Medina,karen.medina1@sfcc.edu,https://www.napex.us/location/new-mexico-apex-accelerator-las-cruces/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of New Mexico; name and role taken from the same page contact block"
APEX Accelerator,New Mexico APEX Accelerator – Santa Fe (SFCC Higher Education Center),Procurement Counselor,Gillis Lang,gillis.lang@sfcc.edu,https://www.napex.us/location/new-mexico-apex-accelerator-santa-fe-sfcc-higher-education-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of New Mexico; name and role taken from the same page contact block"
APEX Accelerator,"Norcal APEX Accelerator – Arcata, CA",General Inquiries,,info@apexnorcal.org,https://www.napex.us/location/norcal-apex-accelerator-arcata-ca/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Del Norte, Humboldt, Trinity, Shasta, Siskiyou, Mendocino, Napa, Sonoma, Marin, Solano, San Francisco, San Mateo, Alameda, Contra Costa and Santa Clara Counties; listed POC: Liz Brazil (Procurement Counselor)"
APEX Accelerator,North Central APEX Accelerator,General Inquiries,,apex@sapdc.net,https://www.napex.us/location/north-central-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Cameron, Clearfield, Elk, Jefferson, McKean, and Potter counties; listed POC: Barbara Brennen (Sub-Recipient/ Sub-Center POC)"
APEX Accelerator,North Dakota APEX Accelerator – Fargo,Office Contact,,ndapex@und.edu,https://www.napex.us/location/north-dakota-apex-accelerator-fargo/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of North Dakota; listed POC: Mary Klabo (Procurement Counselor)"
APEX Accelerator,North Dakota APEX Accelerator – Grand Forks,Office Contact,,david.kleppe@und.edu,https://www.napex.us/location/north-dakota-apex-accelerator-grand-forks/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of North Dakota"
APEX Accelerator,North Olympic Peninsula APEX Accelerator,General Inquiries,,APEX@clallam.org,https://www.napex.us/location/north-olympic-peninsula-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Clallam and Jefferson counties; listed POC: Colleen McAleer (Lorie Fazio)"
APEX Accelerator,Northeast Michigan APEX Accelerator,General Inquiries,,apexaccelerator@nemcworks.org,https://www.napex.us/location/northeast-michigan-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Alcona, Alpena, Cheboygan, Crawford, Iosco, Montmorency, Ogemaw, Oscoda, Otsego, Presque Isle, and Roscommon counties; listed POC: Tamara Moore (Program Manager/ State Director)"
APEX Accelerator,Northeastern Pennsylvania Alliance APEX Accelerator,General Inquiries,,apex@nepa-alliance.org,https://www.napex.us/location/northeastern-pennsylvania-alliance-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Carbon, Lackawanna, Luzerne, Monroe, Pike, Schuylkill and Wayne counties; listed POC: Stephen Ursich (Elizabeth Sheeder)"
APEX Accelerator,Northwest Commission APEX Accelerator,General Inquiries,,apexaccelerator@northwestpa.org,https://www.napex.us/location/northwest-commission-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Clarion, Crawford, Erie, Forest, Lawrence, Mercer, Venango, and Warren county; listed POC: Melissa Becker (Procurement Counselor)"
APEX Accelerator,Northwest Louisiana APEX Accelerator,General Inquiries,,apex@shreveportchamber.org,https://www.napex.us/location/northwest-louisiana-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Bienville, Bossier, Caddo, Claiborne, DeSoto, Lincoln, Natchitoches, Red River, Sabine, and Webster counties; listed POC: Lindsey Jacobs (Program Assistant)"
APEX Accelerator,Northwest Michigan APEX Accelerator – HQ,General Inquiries,,apexaccelerator@networksnorthwest.org,https://www.napex.us/location/northwest-michigan-apex-accelerator-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Alger, Antrim, Baraga, Benzie, Charlevoix, Chippewa, Delta, Dickinson, Emmet, Gobebic, Grand Traverse, Houghton, Iron, Kalkaska, Keweenaw, Leelanau, Luce, Mackinac, Manistee, Marquette, Menominee, Missaukee, Ontonagon, Schoolcraft, and Wexford; listed POC: Lenore Myers (Procurement Counselor)"
APEX Accelerator,Northwest Michigan APEX Accelerator – Saginaw Future Inc,General Inquiries,,apex@saginawfuture.com,https://www.napex.us/location/northwest-michigan-apex-accelerator-saginaw-future-inc/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Saginaw, Arenac, Bay, Clare, Isabella, Gladwin, Gratiot and Midland Counties; listed POC: Rebecca Younk (Procurement Counselor)"
APEX Accelerator,Northwest Native APEX Accelerator,Office Contact,,rvalentine@nwnc.org,https://www.napex.us/location/northwest-native-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Northwest Region; listed POC: Anthony Sierra (Michelle Ramey)"
APEX Accelerator,Ohio APEX Accelerator,"Procurement Consultant, APEX at Univ. of Toledo",Alissa Karg Girard,alissa.karggirard@utoledo.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,Southwest Ohio Associate Director,Billy Grill,bgrill@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Dayton
APEX Accelerator,Ohio APEX Accelerator,Program Specialist,Dasia Johnson,dasia.johnson@development.ohio.gov,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Ohio Dept. of Development
APEX Accelerator,Ohio APEX Accelerator,"Counselor, APEX at YSU",Dillan Pickel,dpickel@ysu.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Youngstown State University
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Greater Cleveland),Don Zavesky,dzavesky@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Columbus),Vikki Hawthorne,hawthorne@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,"Director, APEX at Ohio University",Sharon Hopkins,hopkins1@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Athens
APEX Accelerator,Ohio APEX Accelerator,Statewide Manager,"Joseph ""Joey"" Scott",joseph.scott@development.ohio.gov,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Ohio Dept. of Development
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Dayton),Matt Brazie,mbrazie@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Cincinnati),Danielle Petermann,petermann@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Pickerington),Matt Slavik,slavik@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator,Northeast Ohio Associate Director,Jane Stewart,stewartj1@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Lakeland Community College
APEX Accelerator,Ohio APEX Accelerator,"Director, APEX at YSU",Scot Loveland,swloveland@ysu.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Youngstown State University
APEX Accelerator,Ohio APEX Accelerator,Central Ohio Associate Director,Karen Wivell,wivell@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page; Cleveland
APEX Accelerator,Ohio APEX Accelerator,Procurement Specialist (Akron),John Woodard,woodardj@ohio.edu,https://find.govcontracts.ohio.gov/contact/,named on state contact page
APEX Accelerator,Ohio APEX Accelerator – HQ,Office Contact,,ohioapex@development.ohio.gov,https://www.napex.us/location/ohio-apex-accelerator-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Allen Ashland Ashtabula Athens Auglaize  Belmont  Butler  Carroll  Champaign  Clark  Clermont  Clinton  Columbiana  Coshocton  Crawford  Cuyahoga  Darke  Defiance  Delaware  Erie  Fairfield  Fayette  Franklin  Fulton  Geauga  Greene  Guernsey  Hamilton  Hancock  Hardin  Harrison  Henry  Hocking  Holmes  Huron  Jefferson  Knox  Lake Licking  Logan  Lorain Lucas  Madison  Mahoning  Marion  Medina  Meigs  Mercer  Miami  Monroe  Montgomery  Morgan  Morrow  Muskingum  Noble  Ottawa  Paulding  Perry  Pickaway Portage  Preble  Putnam  Richland  Sandusky  Seneca  Shelby  Stark  Summit  Trumbull  Tuscarawas  Union  Van Wert Warren  Washington  Wayne  Williams  Wood  Wyandot; listed POC: Joey Scott (Program Manager/ State Director)"
APEX Accelerator,Oklahoma APEX Accelerator – Gordon Cooper Technology Center,Sub-Recipient/ Sub-Center POC,Tsanceria Hernandez,tsanceriah@gctech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-gordon-cooper-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – Great Plains Technology Center,Program Assistant,Elizabeth Bentley,ebentley@greatplains.edu,https://www.napex.us/location/oklahoma-apex-accelerator-great-plains-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – HQ,Office Contact,,okapex@careertech.ok.gov,https://www.napex.us/location/oklahoma-apex-accelerator-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; listed POC: Andria Henderson (Program Assistant)"
APEX Accelerator,Oklahoma APEX Accelerator – Indian Capital Technology Center,Office Contact,,amanda.johnson@ictech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-indian-capital-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; listed POC: Amanda Johnson (Procurement Counselor)"
APEX Accelerator,Oklahoma APEX Accelerator – Kiamichi Technology Center,Sub-Recipient/ Sub-Center POC,Ronald DeGiacomo,rdegiacomo@ktc.edu,https://www.napex.us/location/oklahoma-apex-accelerator-kiamichi-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – Metro Tech Centers,Program Assistant,Elena Troya,elena.troya@metrotech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-metro-tech-centers/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – Pioneer Technology Center,Office Contact,,leeannab@pioneertech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-pioneer-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; listed POC: Dawn Brakey (Sub-Recipient/ Sub-Center POC)"
APEX Accelerator,Oklahoma APEX Accelerator – Red River Technology Center,Procurement Counselor,Rodney Pipkin,rpipkin@rrtc.edu,https://www.napex.us/location/oklahoma-apex-accelerator-red-river-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – Southwest Technology Center,Sub-Recipient/ Sub-Center POC,Leslie Snapp,lsnapp@swtech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-southwest-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; name and role taken from the same page contact block"
APEX Accelerator,Oklahoma APEX Accelerator – Tulsa Technology Center,Office Contact,,cindy.jackson@tulsatech.edu,https://www.napex.us/location/oklahoma-apex-accelerator-tulsa-technology-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oklahoma; listed POC: Cindy Jackson (Program Assistant)"
APEX Accelerator,Oregon APEX Accelerato – Portland,General Inquiries,,info@gcap.org,https://www.napex.us/location/oregon-apex-accelerato-portland/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Oregon"
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),General Inquiries,,GACOAPEXAccelerator@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,"shared inbox; California, PA office"
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),Government Contracting Specialist (Cranberry Twp),James D. Free,free_j@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,named on GACO staff page; Alliance office
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),Director,Kate Lacey Glodek,glodek@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,named on GACO staff page
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),Contracting Coordinator,Tracy Julian,julian@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,named on GACO staff page
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),Government Contracting Specialist (Pittsburgh),Valerie Kachur,kachur_v@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,named on GACO staff page; Pittsburgh office
APEX Accelerator,PennWest GACO APEX Accelerator (Pennsylvania),Government Contracting Specialist,Dr. Pricilla A. Robertson,robertson@pennwest.edu,https://pennwest.edu/about/offices-services/gaco/,named on GACO staff page
APEX Accelerator,Puerto Rico Federal Contracting Center,Office Contact,,fecc@ddec.pr.gov,https://www.napex.us/location/puerto-rico-federal-contracting-center/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Puerto Rico; listed POC: Pedro Acevedo (Program Manager/ State Director)"
APEX Accelerator,"Regional Contracting Assistance Center, Inc. (RCAC) APEX Accelerator – Eastern Counties",Office Contact,,rcac@rcacwv.com,https://www.napex.us/location/regional-contracting-assistance-center-inc-rcac-apex-accelerator-eastern-counties/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Charleston, Fairmont, Martinsburg, and Athens counties; listed POC: Kelly Cortright (Procurement Counselor)"
APEX Accelerator,Rhode Island APEX Accelerator,General Inquiries,,info@riapex.org,https://www.napex.us/location/rhode-island-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Rhode Island; listed POC: Chad Lewis (Program Manager/ State Director)"
APEX Accelerator,SEDA-COG APEX Accelerator,Office Contact,,sedapta@seda-cog.org,https://www.napex.us/location/seda-cog-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Adams, Centre, Clinton, Columbia, Cumberland, Dauphin, Franklin, Juniata, Lancaster, Lebanon, Lycoming, Mifflin, Montour, Northumberland, Perry, Snyder, Union, York counties; listed POC: Denise Feese (Program Manager/ State Director)"
APEX Accelerator,"San Diego, Orange, Imperial APEX Accelerator",Office Contact,,swcapexsocal@swccd.edu,https://www.napex.us/location/san-diego-orange-imperial-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves San Diego, Orange, and Imperial counties; listed POC: Ester Carrillo (Procurement Counselor)"
APEX Accelerator,Schoolcraft College APEX Accelerator – Schoolcraft College HQ,General Inquiries,,apex@schoolcraft.edu,https://www.napex.us/location/schoolcraft-college-apex-accelerator-schoolcraft-college-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves All cities located within the following counties: Oakland, Wayne, Monroe, Washtenaw and Livingston counties; listed POC: Judy Munro (Program Assistant)"
APEX Accelerator,Schoolcraft College APEX Accelerator – Wayne State University,General Inquiries,,apex@wayne.edu,https://www.napex.us/location/schoolcraft-college-apex-accelerator-wayne-state-university/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Wayne County; listed POC: Abby Cheatham (Sub-Recipient/ Sub-Center POC)"
APEX Accelerator,South Carolina APEX Accelerator,General Inquiries,,apex@mailbox.sc.edu,https://www.napex.us/location/south-carolina-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of South Carolina; listed POC: Jasmine Kennedy (Procurement Counselor)"
APEX Accelerator,South Central Michigan APEX Accelerator,Office Contact,,mike@acceleratejacksoncounty.org,https://www.napex.us/location/south-central-michigan-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Jackson, Hillsdale, Lenawee, Ingham, Eaton and Clinton counties; listed POC: Mike Hindenach (Program Manager/ State Director)"
APEX Accelerator,South Dakota APEX Accelerator – Pierre,General Inquiries,,apex@usd.edu,https://www.napex.us/location/south-dakota-apex-accelerator-pierre/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Buffalo, Corson, Dewey, Haakon, Hughes, Hyde, Jones, Mellette, Perkins, Shannon, Stanley, Sully, Todd, Ziebach Counties; listed POC: Robin Rowe (Sub-Recipient/ Sub-Center POC)"
APEX Accelerator,South Dakota APEX Accelerator – Rapid City,Senior Procurement Counselor,Amy Meyer,ameyer@wrbsc.com,https://www.napex.us/location/south-dakota-apex-accelerator-rapid-city/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Bennett, Butte, Custer, Fall River, Harding, Jackson, Lawrence, Lyman, Meade, Pennington counties; name and role taken from the same page contact block"
APEX Accelerator,Southeast Pennsylvania APEX Accelerator (SEPA APEX) – HQ,Office Contact,,SEPA-APEX@kutztown.edu,https://www.napex.us/location/southeast-pennsylvania-apex-accelerator-sepa-apex-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Berks, Bucks, Chester, Delaware, Lehigh, Montgomery, Northampton, Philadelphia; listed POC: Beth Alboucq (Program Manager/ State Director)"
APEX Accelerator,Southern Ohio APEX Accelerator,General Inquiries,,info@soapex.org,https://www.napex.us/location/southern-ohio-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Adams, Brown, Gallia, Highland, Jackson, Lawrence, Pike, Ross, Scioto, Vinton counties; listed POC: Anne Parrott (Procurement Counselor)"
APEX Accelerator,Southwest Virginia Community College APEX Accelerator,General Inquiries,,apex.info@sw.edu,https://www.napex.us/location/southwest-virginia-community-college-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Bland, Buchanan, Carroll, Craig, Dickenson, Floyd, Giles, Grayson, Lee, Montgomery, Patrick, Pulaski, Russell, Scott, Smyth, Tazewell, Washington, Wise and Wythe counties; listed POC: Brandon McCall (Procurement Counselor)"
APEX Accelerator,Tennessee APEX Accelerator – East Tennessee Office,Sub-Recipient/ Sub-Center POC,Jutta Bangs,jutta.bangs@tennessee.edu,https://www.napex.us/location/tennessee-apex-accelerator-east-tennessee-office/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Anderson, Bledsoe, Blount, Bradley, Campbell, Carter, Claiborne, Cocke, Cumberland, Grainger, Greene, Grundy, Hamblen, Hamilton, Hancock, Hawkins, Jefferson, Johnson, Knox, Loudon, Marion, McMinn, Meigs, Monroe, Morgan, Polk, Rhea, Roane, Scott, Sequatchie, Sevier, Sullivan, Unicoi, Union, Washington counties; name and role taken from the same page contact block"
APEX Accelerator,Tennessee APEX Accelerator – HQ,General Inquiries,,apex@tennessee.edu,https://www.napex.us/location/tennessee-apex-accelerator-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Tennessee; listed POC: Kathy Gillenwaters (Program Assistant)"
APEX Accelerator,Tennessee APEX Accelerator – Middle Tennessee Office,Sub-Recipient/ Sub-Center POC,Debbie Barber,debbie.barber@tennessee.edu,https://www.napex.us/location/tennessee-apex-accelerator-middle-tennessee-office/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Bedford, Cannon, Cheatham, Clay, Coffee, Davidson, DeKalb, Dickson, Fentress, Franklin, Giles, Jackson, Lincoln, Macon, Marshall, Maury, Montgomery, Moore, Overton, Pickett, Putnam, Robertson, Rutherford, Smith, Sumner, Trousdale, Van Buren, Warren, White, Williamson, Wilson counties; name and role taken from the same page contact block"
APEX Accelerator,Tennessee APEX Accelerator – West Tennessee Office,Sub-Recipient/ Sub-Center POC,Veronica Clark,veronica.clark@tennessee.edu,https://www.napex.us/location/tennessee-apex-accelerator-west-tennessee-office/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves BY APPOINTMENT ONLY: Benton, Carroll, Chester, Crockett, Decatur, Dyer, Fayette, Gibson, Hardeman, Hardin, Haywood, Henderson, Henry, Hickman, Houston, Humphreys, Lake, Lauderdale, Lawrence, Lewis, Madison, McNairy, Obion, Perry, Shelby, Stewart, Tipton, Wayne, Weakley counties; name and role taken from the same page contact block"
APEX Accelerator,Tribal Government Institute APEX Accelerator,Office Contact,,tgi@tgiok.com,https://www.napex.us/location/tribal-government-institute-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Eastern Oklahoma, Southern Plains BIA Regions; listed POC: Jacqueline Harjo (Denise Bowman)"
APEX Accelerator,UTRGV APEX Accelerators,General Inquiries,,apex@utrgv.edu,https://www.napex.us/location/utrgv-apex-accelerators/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Brooks, Cameron, Hidalgo, Maverick, Starr, Webb, Willacy, and Zapata counties; listed POC: Jerry Escobedo (Procurement Counselor)"
APEX Accelerator,Union County Economic Development Corp. APEX Accelerator,General Inquiries,,apex@ucedc.com,https://www.napex.us/location/union-county-economic-development-corp-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Union County; listed POC: Jennifer Garofolo (Associate Program Manager)"
APEX Accelerator,University of Delaware APEX Accelerator – New Castle County HQ,Office Contact,,wblaney@udel.edu,https://www.napex.us/location/university-of-delaware-apex-accelerator-new-castle-county-hq/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves State of Delaware; listed POC: Walter Blaney (Program Manager/ State Director)"
APEX Accelerator,University of Houston APEX Accelerator,Office Contact,,uhapex@central.uh.edu,https://www.napex.us/location/university-of-houston-apex-accelerator/,"published on the NAPEX national APEX Accelerator directory page for this office (address obfuscated in page HTML, decoded); serves Austin, Brazoria, Brazos, Burleson, Chambers, Colorado, Fayette, Fort Bend, Galveston, Grimes, Hardin, Harris, Jackson, Jefferson, Lavaca, Lee, Leon, Liberty, Madison, Matagorda, Milam, Montgomery, Orange, Robertson, Walker, Waller, Washington, Wharton counties; listed POC: Rubina Daudpota (Procurement Counselor)"
